Year,Units,Water type,Geography (HydroBASINs ID),Unit measure,Observation status,Unit multiplier,Value
2012-2016,Proportion of land area (%),Ephemeral,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0475403261894089
2013-2017,Proportion of land area (%),Ephemeral,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0451842527549118
2014-2018,Proportion of land area (%),Ephemeral,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0461266821287107
2015-2019,Proportion of land area (%),Ephemeral,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0489016130626741
1984-1988,Proportion of land area (%),Seasonal,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0475403261894092
1985-1989,Proportion of land area (%),Seasonal,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0536922957128183
1986-1990,Proportion of land area (%),Seasonal,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0478021121265753
1998-2002,Proportion of land area (%),Seasonal,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0195292309126097
1999-2003,Proportion of land area (%),Seasonal,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0270686659030005
2009-2013,Proportion of land area (%),Seasonal,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0316760983971283
2010-2014,Proportion of land area (%),Seasonal,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0438753230690802
2011-2015,Proportion of land area (%),Seasonal,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0514932938406211
2012-2016,Proportion of land area (%),Seasonal,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0582473710195128
2013-2017,Proportion of land area (%),Seasonal,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0687449870998833
2014-2018,Proportion of land area (%),Seasonal,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0680905222569676
2015-2019,Proportion of land area (%),Seasonal,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0676716647575014
1984-1988,Proportion of land area (%),Permanent,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0337442073007425
1985-1989,Proportion of land area (%),Permanent,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0353672801111738
1986-1990,Proportion of land area (%),Permanent,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0318593485531447
1998-2002,Proportion of land area (%),Permanent,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0270424873092837
1999-2003,Proportion of land area (%),Permanent,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0340583504253419
2009-2013,Proportion of land area (%),Permanent,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0317808127719947
2010-2014,Proportion of land area (%),Permanent,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0373568532336381
2011-2015,Proportion of land area (%),Permanent,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0530378308699023
2012-2016,Proportion of land area (%),Permanent,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.056650476802798
2013-2017,Proportion of land area (%),Permanent,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.059242157580745
2014-2018,Proportion of land area (%),Permanent,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0594254077367613
2015-2019,Proportion of land area (%),Permanent,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0584306211755292
2001-2005 (baseline),Proportion of land area (%),Ephemeral,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0391369976063693
2001-2005 (baseline),Proportion of land area (%),Seasonal,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0149217984184819
2001-2005 (baseline),Proportion of land area (%),Permanent,2060052950 (Northumberland Coast),Percent (%),Undefined,Units,0.0371736030776215
1984-1988,Proportion of land area (%),Ephemeral,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0699522555919878
1985-1989,Proportion of land area (%),Ephemeral,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0713682501685615
1986-1990,Proportion of land area (%),Ephemeral,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.068736063931127
1998-2002,Proportion of land area (%),Ephemeral,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0659504058888696
1999-2003,Proportion of land area (%),Ephemeral,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0698248450370404
2009-2013,Proportion of land area (%),Ephemeral,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0587526747658227
2010-2014,Proportion of land area (%),Ephemeral,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0586223685164447
2011-2015,Proportion of land area (%),Ephemeral,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0564496324620022
2012-2016,Proportion of land area (%),Ephemeral,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0523618771574422
2013-2017,Proportion of land area (%),Ephemeral,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0485231515739156
2014-2018,Proportion of land area (%),Ephemeral,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0487992077763015
2015-2019,Proportion of land area (%),Ephemeral,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0476457561614375
1984-1988,Proportion of land area (%),Seasonal,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0486071267124036
1985-1989,Proportion of land area (%),Seasonal,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0592285338839215
1986-1990,Proportion of land area (%),Seasonal,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0604244556837679
1998-2002,Proportion of land area (%),Seasonal,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0317754202186808
1999-2003,Proportion of land area (%),Seasonal,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0389364725456065
2009-2013,Proportion of land area (%),Seasonal,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0425377511858221
2010-2014,Proportion of land area (%),Seasonal,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0498580667064319
2011-2015,Proportion of land area (%),Seasonal,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0562652732499193
2012-2016,Proportion of land area (%),Seasonal,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0667225910703686
2013-2017,Proportion of land area (%),Seasonal,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0816971922025865
2014-2018,Proportion of land area (%),Seasonal,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0877337498589544
2015-2019,Proportion of land area (%),Seasonal,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0942982891331716
1984-1988,Proportion of land area (%),Permanent,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.2575662282148742
1985-1989,Proportion of land area (%),Permanent,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.2580671833513716
1986-1990,Proportion of land area (%),Permanent,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.2634975756402632
1998-2002,Proportion of land area (%),Permanent,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.2520624783337409
1999-2003,Proportion of land area (%),Permanent,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.2742164711909452
2009-2013,Proportion of land area (%),Permanent,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.2971735366369087
2010-2014,Proportion of land area (%),Permanent,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.3002236681038295
2011-2015,Proportion of land area (%),Permanent,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.3082428112136957
2012-2016,Proportion of land area (%),Permanent,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.3069233397848093
2013-2017,Proportion of land area (%),Permanent,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.3131056473941851
2014-2018,Proportion of land area (%),Permanent,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.3115023979110978
2015-2019,Proportion of land area (%),Permanent,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.3094821684300017
2001-2005 (baseline),Proportion of land area (%),Ephemeral,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.0718663096106282
2001-2005 (baseline),Proportion of land area (%),Seasonal,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.026234991541426
2001-2005 (baseline),Proportion of land area (%),Permanent,2060052960 (Northumbria & East Humber),Percent (%),Undefined,Units,0.2970017254340252
1984-1988,Proportion of land area (%),Ephemeral,2060053240 (North Humber),Percent (%),Undefined,Units,0.0596642203473395
1985-1989,Proportion of land area (%),Ephemeral,2060053240 (North Humber),Percent (%),Undefined,Units,0.0532043180470081
1986-1990,Proportion of land area (%),Ephemeral,2060053240 (North Humber),Percent (%),Undefined,Units,0.0600694993889953
1998-2002,Proportion of land area (%),Ephemeral,2060053240 (North Humber),Percent (%),Undefined,Units,0.0740544175040921
1999-2003,Proportion of land area (%),Ephemeral,2060053240 (North Humber),Percent (%),Undefined,Units,0.0761701304075017
2009-2013,Proportion of land area (%),Ephemeral,2060053240 (North Humber),Percent (%),Undefined,Units,0.0634423588513702
2010-2014,Proportion of land area (%),Ephemeral,2060053240 (North Humber),Percent (%),Undefined,Units,0.0676146116851652
2011-2015,Proportion of land area (%),Ephemeral,2060053240 (North Humber),Percent (%),Undefined,Units,0.0661832956206949
2012-2016,Proportion of land area (%),Ephemeral,2060053240 (North Humber),Percent (%),Undefined,Units,0.0615019319246546
2013-2017,Proportion of land area (%),Ephemeral,2060053240 (North Humber),Percent (%),Undefined,Units,0.0606355502818863
2014-2018,Proportion of land area (%),Ephemeral,2060053240 (North Humber),Percent (%),Undefined,Units,0.0610508775642443
2015-2019,Proportion of land area (%),Ephemeral,2060053240 (North Humber),Percent (%),Undefined,Units,0.0622946264689401
1984-1988,Proportion of land area (%),Seasonal,2060053240 (North Humber),Percent (%),Undefined,Units,0.0447392334909915
1985-1989,Proportion of land area (%),Seasonal,2060053240 (North Humber),Percent (%),Undefined,Units,0.0577673357970002
1986-1990,Proportion of land area (%),Seasonal,2060053240 (North Humber),Percent (%),Undefined,Units,0.0584651302902092
1998-2002,Proportion of land area (%),Seasonal,2060053240 (North Humber),Percent (%),Undefined,Units,0.0220692859956186
1999-2003,Proportion of land area (%),Seasonal,2060053240 (North Humber),Percent (%),Undefined,Units,0.0280747845219722
2009-2013,Proportion of land area (%),Seasonal,2060053240 (North Humber),Percent (%),Undefined,Units,0.0330486636695657
2010-2014,Proportion of land area (%),Seasonal,2060053240 (North Humber),Percent (%),Undefined,Units,0.0389983386364627
2011-2015,Proportion of land area (%),Seasonal,2060053240 (North Humber),Percent (%),Undefined,Units,0.0445315698498125
2012-2016,Proportion of land area (%),Seasonal,2060053240 (North Humber),Percent (%),Undefined,Units,0.056053552521679
2013-2017,Proportion of land area (%),Seasonal,2060053240 (North Humber),Percent (%),Undefined,Units,0.066657795876077
2014-2018,Proportion of land area (%),Seasonal,2060053240 (North Humber),Percent (%),Undefined,Units,0.0691129160209835
2015-2019,Proportion of land area (%),Seasonal,2060053240 (North Humber),Percent (%),Undefined,Units,0.0751429769134982
1984-1988,Proportion of land area (%),Permanent,2060053240 (North Humber),Percent (%),Undefined,Units,0.1395097739094708
1985-1989,Proportion of land area (%),Permanent,2060053240 (North Humber),Percent (%),Undefined,Units,0.1437925573909904
1986-1990,Proportion of land area (%),Permanent,2060053240 (North Humber),Percent (%),Undefined,Units,0.1435681466819741
1998-2002,Proportion of land area (%),Permanent,2060053240 (North Humber),Percent (%),Undefined,Units,0.145200427560489
1999-2003,Proportion of land area (%),Permanent,2060053240 (North Humber),Percent (%),Undefined,Units,0.1575385506716124
2009-2013,Proportion of land area (%),Permanent,2060053240 (North Humber),Percent (%),Undefined,Units,0.1681807540464416
2010-2014,Proportion of land area (%),Permanent,2060053240 (North Humber),Percent (%),Undefined,Units,0.1724624210567718
2011-2015,Proportion of land area (%),Permanent,2060053240 (North Humber),Percent (%),Undefined,Units,0.1780358452329302
2012-2016,Proportion of land area (%),Permanent,2060053240 (North Humber),Percent (%),Undefined,Units,0.1760764382959989
2013-2017,Proportion of land area (%),Permanent,2060053240 (North Humber),Percent (%),Undefined,Units,0.1768724822538525
2014-2018,Proportion of land area (%),Permanent,2060053240 (North Humber),Percent (%),Undefined,Units,0.1769316552268764
2015-2019,Proportion of land area (%),Permanent,2060053240 (North Humber),Percent (%),Undefined,Units,0.1739897536435067
2001-2005 (baseline),Proportion of land area (%),Ephemeral,2060053240 (North Humber),Percent (%),Undefined,Units,0.0714485737486526
2001-2005 (baseline),Proportion of land area (%),Seasonal,2060053240 (North Humber),Percent (%),Undefined,Units,0.0233175007850708
2001-2005 (baseline),Proportion of land area (%),Permanent,2060053240 (North Humber),Percent (%),Undefined,Units,0.1705967976997278
1984-1988,Proportion of land area (%),Ephemeral,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.1030923277098935
1985-1989,Proportion of land area (%),Ephemeral,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.0868145917556996
1986-1990,Proportion of land area (%),Ephemeral,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.0922405037404311
1998-2002,Proportion of land area (%),Ephemeral,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.1654903155343026
1999-2003,Proportion of land area (%),Ephemeral,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.1844810074808619
2009-2013,Proportion of land area (%),Ephemeral,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.3553972349998961
2010-2014,Proportion of land area (%),Ephemeral,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.3391194990457003
2011-2015,Proportion of land area (%),Ephemeral,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.2875733351907544
2012-2016,Proportion of land area (%),Ephemeral,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.2251753473663464
2013-2017,Proportion of land area (%),Ephemeral,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.2875733351907544
2014-2018,Proportion of land area (%),Ephemeral,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.2848603791983881
2015-2019,Proportion of land area (%),Ephemeral,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.3336935870609701
1984-1988,Proportion of land area (%),Seasonal,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.3499713230151632
1985-1989,Proportion of land area (%),Seasonal,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.3988045308777453
1986-1990,Proportion of land area (%),Seasonal,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.4313600027861317
1998-2002,Proportion of land area (%),Seasonal,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.127508931641184
1999-2003,Proportion of land area (%),Seasonal,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.1763421395037651
2009-2013,Proportion of land area (%),Seasonal,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.1302218876335497
2010-2014,Proportion of land area (%),Seasonal,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.1844810074808622
2011-2015,Proportion of land area (%),Seasonal,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.2658696872518284
2012-2016,Proportion of land area (%),Seasonal,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.385239750915916
2013-2017,Proportion of land area (%),Seasonal,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.4991839025952733
2014-2018,Proportion of land area (%),Seasonal,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.5534430224425856
2015-2019,Proportion of land area (%),Seasonal,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.5887114503433383
1984-1988,Proportion of land area (%),Permanent,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.2387401273281744
1985-1989,Proportion of land area (%),Permanent,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.2875733351907544
1986-1990,Proportion of land area (%),Permanent,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.3011381151525812
1998-2002,Proportion of land area (%),Permanent,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.2251753473663464
1999-2003,Proportion of land area (%),Permanent,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.2902862911831208
2009-2013,Proportion of land area (%),Permanent,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.2360271713358085
2010-2014,Proportion of land area (%),Permanent,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.3011381151525812
2011-2015,Proportion of land area (%),Permanent,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.3472583670227969
2012-2016,Proportion of land area (%),Permanent,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.344545411030433
2013-2017,Proportion of land area (%),Permanent,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.3662490589693564
2014-2018,Proportion of land area (%),Permanent,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.3228417630915072
2015-2019,Proportion of land area (%),Permanent,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.2929992471754846
2001-2005 (baseline),Proportion of land area (%),Ephemeral,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.1492125795801089
2001-2005 (baseline),Proportion of land area (%),Seasonal,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.2034716994274215
2001-2005 (baseline),Proportion of land area (%),Permanent,2060053250 (Head of Humber Estuary),Percent (%),Undefined,Units,0.4069433988548419
1984-1988,Proportion of land area (%),Ephemeral,2060053260 (South Humber),Percent (%),Undefined,Units,0.1851242522193991
1985-1989,Proportion of land area (%),Ephemeral,2060053260 (South Humber),Percent (%),Undefined,Units,0.1706257521030901
1986-1990,Proportion of land area (%),Ephemeral,2060053260 (South Humber),Percent (%),Undefined,Units,0.1714934263849255
1998-2002,Proportion of land area (%),Ephemeral,2060053260 (South Humber),Percent (%),Undefined,Units,0.1727496909893004
1999-2003,Proportion of land area (%),Ephemeral,2060053260 (South Humber),Percent (%),Undefined,Units,0.1612836148968276
2009-2013,Proportion of land area (%),Ephemeral,2060053260 (South Humber),Percent (%),Undefined,Units,0.1508094200386006
2010-2014,Proportion of land area (%),Ephemeral,2060053260 (South Humber),Percent (%),Undefined,Units,0.1574331993721195
2011-2015,Proportion of land area (%),Ephemeral,2060053260 (South Humber),Percent (%),Undefined,Units,0.1404390267048881
2012-2016,Proportion of land area (%),Ephemeral,2060053260 (South Humber),Percent (%),Undefined,Units,0.1302620413399273
2013-2017,Proportion of land area (%),Ephemeral,2060053260 (South Humber),Percent (%),Undefined,Units,0.1242690558861476
2014-2018,Proportion of land area (%),Ephemeral,2060053260 (South Humber),Percent (%),Undefined,Units,0.1254552322816628
2015-2019,Proportion of land area (%),Ephemeral,2060053260 (South Humber),Percent (%),Undefined,Units,0.1284752356102587
1984-1988,Proportion of land area (%),Seasonal,2060053260 (South Humber),Percent (%),Undefined,Units,0.086659190696417
1985-1989,Proportion of land area (%),Seasonal,2060053260 (South Humber),Percent (%),Undefined,Units,0.1044953090624851
1986-1990,Proportion of land area (%),Seasonal,2060053260 (South Humber),Percent (%),Undefined,Units,0.105365644921872
1998-2002,Proportion of land area (%),Seasonal,2060053260 (South Humber),Percent (%),Undefined,Units,0.0456158904650688
1999-2003,Proportion of land area (%),Seasonal,2060053260 (South Humber),Percent (%),Undefined,Units,0.0600549486827246
2009-2013,Proportion of land area (%),Seasonal,2060053260 (South Humber),Percent (%),Undefined,Units,0.0644909112687941
2010-2014,Proportion of land area (%),Seasonal,2060053260 (South Humber),Percent (%),Undefined,Units,0.080439971150748
2011-2015,Proportion of land area (%),Seasonal,2060053260 (South Humber),Percent (%),Undefined,Units,0.0929467240659115
2012-2016,Proportion of land area (%),Seasonal,2060053260 (South Humber),Percent (%),Undefined,Units,0.1048528476469222
2013-2017,Proportion of land area (%),Seasonal,2060053260 (South Humber),Percent (%),Undefined,Units,0.1267292407363815
2014-2018,Proportion of land area (%),Seasonal,2060053260 (South Humber),Percent (%),Undefined,Units,0.1288718106654531
2015-2019,Proportion of land area (%),Seasonal,2060053260 (South Humber),Percent (%),Undefined,Units,0.1372992523864678
1984-1988,Proportion of land area (%),Permanent,2060053260 (South Humber),Percent (%),Undefined,Units,0.2207051081222623
1985-1989,Proportion of land area (%),Permanent,2060053260 (South Humber),Percent (%),Undefined,Units,0.2263432165691563
1986-1990,Proportion of land area (%),Permanent,2060053260 (South Humber),Percent (%),Undefined,Units,0.2283145583424052
1998-2002,Proportion of land area (%),Permanent,2060053260 (South Humber),Percent (%),Undefined,Units,0.2502867682237248
1999-2003,Proportion of land area (%),Permanent,2060053260 (South Humber),Percent (%),Undefined,Units,0.276825357991143
2009-2013,Proportion of land area (%),Permanent,2060053260 (South Humber),Percent (%),Undefined,Units,0.2901190506690757
2010-2014,Proportion of land area (%),Permanent,2060053260 (South Humber),Percent (%),Undefined,Units,0.3014884227771717
2011-2015,Proportion of land area (%),Permanent,2060053260 (South Humber),Percent (%),Undefined,Units,0.3140617151311267
2012-2016,Proportion of land area (%),Permanent,2060053260 (South Humber),Percent (%),Undefined,Units,0.3173097269366474
2013-2017,Proportion of land area (%),Permanent,2060053260 (South Humber),Percent (%),Undefined,Units,0.3225344036705198
2014-2018,Proportion of land area (%),Permanent,2060053260 (South Humber),Percent (%),Undefined,Units,0.3239778658960263
2015-2019,Proportion of land area (%),Permanent,2060053260 (South Humber),Percent (%),Undefined,Units,0.3178429296394924
2001-2005 (baseline),Proportion of land area (%),Ephemeral,2060053260 (South Humber),Percent (%),Undefined,Units,0.1529431180425007
2001-2005 (baseline),Proportion of land area (%),Seasonal,2060053260 (South Humber),Percent (%),Undefined,Units,0.0560483872749868
2001-2005 (baseline),Proportion of land area (%),Permanent,2060053260 (South Humber),Percent (%),Undefined,Units,0.3178633350673885
1984-1988,Proportion of land area (%),Ephemeral,2060053270 (North Anglian),Percent (%),Undefined,Units,0.1159757024969075
1985-1989,Proportion of land area (%),Ephemeral,2060053270 (North Anglian),Percent (%),Undefined,Units,0.1114621642719678
1986-1990,Proportion of land area (%),Ephemeral,2060053270 (North Anglian),Percent (%),Undefined,Units,0.1114098586624071
1998-2002,Proportion of land area (%),Ephemeral,2060053270 (North Anglian),Percent (%),Undefined,Units,0.112272901220146
1999-2003,Proportion of land area (%),Ephemeral,2060053270 (North Anglian),Percent (%),Undefined,Units,0.1228691459568242
2009-2013,Proportion of land area (%),Ephemeral,2060053270 (North Anglian),Percent (%),Undefined,Units,0.1676732593456836
2010-2014,Proportion of land area (%),Ephemeral,2060053270 (North Anglian),Percent (%),Undefined,Units,0.167341990485137
2011-2015,Proportion of land area (%),Ephemeral,2060053270 (North Anglian),Percent (%),Undefined,Units,0.1583879239486008
2012-2016,Proportion of land area (%),Ephemeral,2060053270 (North Anglian),Percent (%),Undefined,Units,0.1515358890962519
2013-2017,Proportion of land area (%),Ephemeral,2060053270 (North Anglian),Percent (%),Undefined,Units,0.1414093051454139
2014-2018,Proportion of land area (%),Ephemeral,2060053270 (North Anglian),Percent (%),Undefined,Units,0.1366625710778518
2015-2019,Proportion of land area (%),Ephemeral,2060053270 (North Anglian),Percent (%),Undefined,Units,0.13783944729295
1984-1988,Proportion of land area (%),Seasonal,2060053270 (North Anglian),Percent (%),Undefined,Units,0.0845029813446311
1985-1989,Proportion of land area (%),Seasonal,2060053270 (North Anglian),Percent (%),Undefined,Units,0.1002382522205705
1986-1990,Proportion of land area (%),Seasonal,2060053270 (North Anglian),Percent (%),Undefined,Units,0.1038734920849842
1998-2002,Proportion of land area (%),Seasonal,2060053270 (North Anglian),Percent (%),Undefined,Units,0.0577944294631024
1999-2003,Proportion of land area (%),Seasonal,2060053270 (North Anglian),Percent (%),Undefined,Units,0.0693496103750457
2009-2013,Proportion of land area (%),Seasonal,2060053270 (North Anglian),Percent (%),Undefined,Units,0.0517781946635136
2010-2014,Proportion of land area (%),Seasonal,2060053270 (North Anglian),Percent (%),Undefined,Units,0.0634913821043358
2011-2015,Proportion of land area (%),Seasonal,2060053270 (North Anglian),Percent (%),Undefined,Units,0.0771921827084346
2012-2016,Proportion of land area (%),Seasonal,2060053270 (North Anglian),Percent (%),Undefined,Units,0.0862116312569215
2013-2017,Proportion of land area (%),Seasonal,2060053270 (North Anglian),Percent (%),Undefined,Units,0.1094200660987328
2014-2018,Proportion of land area (%),Seasonal,2060053270 (North Anglian),Percent (%),Undefined,Units,0.1168768845616171
2015-2019,Proportion of land area (%),Seasonal,2060053270 (North Anglian),Percent (%),Undefined,Units,0.1206570545525203
1984-1988,Proportion of land area (%),Permanent,2060053270 (North Anglian),Percent (%),Undefined,Units,0.2621175756072946
1985-1989,Proportion of land area (%),Permanent,2060053270 (North Anglian),Percent (%),Undefined,Units,0.2679256776688428
1986-1990,Proportion of land area (%),Permanent,2060053270 (North Anglian),Percent (%),Undefined,Units,0.2710934361478147
1998-2002,Proportion of land area (%),Permanent,2060053270 (North Anglian),Percent (%),Undefined,Units,0.2831128293446022
1999-2003,Proportion of land area (%),Permanent,2060053270 (North Anglian),Percent (%),Undefined,Units,0.3157515297099859
2009-2013,Proportion of land area (%),Permanent,2060053270 (North Anglian),Percent (%),Undefined,Units,0.2971481679098455
2010-2014,Proportion of land area (%),Permanent,2060053270 (North Anglian),Percent (%),Undefined,Units,0.2984154892414742
2011-2015,Proportion of land area (%),Permanent,2060053270 (North Anglian),Percent (%),Undefined,Units,0.3087992424393152
2012-2016,Proportion of land area (%),Permanent,2060053270 (North Anglian),Percent (%),Undefined,Units,0.3118700176005615
2013-2017,Proportion of land area (%),Permanent,2060053270 (North Anglian),Percent (%),Undefined,Units,0.322590488159944
2014-2018,Proportion of land area (%),Permanent,2060053270 (North Anglian),Percent (%),Undefined,Units,0.330194416149716
2015-2019,Proportion of land area (%),Permanent,2060053270 (North Anglian),Percent (%),Undefined,Units,0.331691664223369
2001-2005 (baseline),Proportion of land area (%),Ephemeral,2060053270 (North Anglian),Percent (%),Undefined,Units,0.1272551892584622
2001-2005 (baseline),Proportion of land area (%),Seasonal,2060053270 (North Anglian),Percent (%),Undefined,Units,0.0642705177467386
2001-2005 (baseline),Proportion of land area (%),Permanent,2060053270 (North Anglian),Percent (%),Undefined,Units,0.342198553543715
1984-1988,Proportion of land area (%),Ephemeral,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2197117938218485
1985-1989,Proportion of land area (%),Ephemeral,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2013314354100904
1986-1990,Proportion of land area (%),Ephemeral,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.1994510918385544
1998-2002,Proportion of land area (%),Ephemeral,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.1595789146051102
1999-2003,Proportion of land area (%),Ephemeral,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.1739762479514884
2009-2013,Proportion of land area (%),Ephemeral,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2187055559105951
2010-2014,Proportion of land area (%),Ephemeral,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2038902272702741
2011-2015,Proportion of land area (%),Ephemeral,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2219732881173439
2012-2016,Proportion of land area (%),Ephemeral,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.1967665202394636
2013-2017,Proportion of land area (%),Ephemeral,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.197580912286325
