Year,Region,County,Local authority,Age,GeoCode,Value
2013,London,Outer London,Merton,3 to 4,E12000007,98.0
2014,London,Outer London,Merton,3 to 4,E12000007,95.0
2015,London,Outer London,Merton,3 to 4,E12000007,92.0
2016,London,Outer London,Merton,3 to 4,E12000007,88.0
2017,London,Outer London,Merton,3 to 4,E12000007,86.0
2018,London,Outer London,Merton,3 to 4,E12000007,84.0
2015,London,Outer London,Redbridge,2,E12000007,66.0
2016,London,Outer London,Redbridge,2,E12000007,69.0
2017,London,Outer London,Redbridge,2,E12000007,52.0
2018,London,Outer London,Redbridge,2,E12000007,57.0
2011,London,Outer London,Redbridge,3,E12000007,91.0
2012,London,Outer London,Redbridge,3,E12000007,89.0
2013,London,Outer London,Redbridge,3,E12000007,93.0
2014,London,Outer London,Redbridge,3,E12000007,93.0
2015,London,Outer London,Redbridge,3,E12000007,94.0
2016,London,Outer London,Redbridge,3,E12000007,94.0
2017,London,Outer London,Redbridge,3,E12000007,93.0
2018,London,Outer London,Redbridge,3,E12000007,92.0
2011,London,Outer London,Redbridge,4,E12000007,99.0
2012,London,Outer London,Redbridge,4,E12000007,99.0
2013,London,Outer London,Redbridge,4,E12000007,97.0
2014,London,Outer London,Redbridge,4,E12000007,99.0
2015,London,Outer London,Redbridge,4,E12000007,100.0
2016,London,Outer London,Redbridge,4,E12000007,101.0
2017,London,Outer London,Redbridge,4,E12000007,99.0
2018,London,Outer London,Redbridge,4,E12000007,98.0
2011,London,Outer London,Redbridge,3 to 4,E12000007,95.0
2012,London,Outer London,Redbridge,3 to 4,E12000007,94.0
2013,London,Outer London,Redbridge,3 to 4,E12000007,95.0
2014,London,Outer London,Redbridge,3 to 4,E12000007,96.0
2015,London,Outer London,Redbridge,3 to 4,E12000007,97.0
2016,London,Outer London,Redbridge,3 to 4,E12000007,97.0
2017,London,Outer London,Redbridge,3 to 4,E12000007,96.0
2018,London,Outer London,Redbridge,3 to 4,E12000007,95.0
2015,London,Outer London,Richmond upon Thames,2,E12000007,85.0
2016,London,Outer London,Richmond upon Thames,2,E12000007,85.0
2017,London,Outer London,Richmond upon Thames,2,E12000007,90.0
2018,London,Outer London,Richmond upon Thames,2,E12000007,92.0
2011,London,Outer London,Richmond upon Thames,3,E12000007,94.0
2012,London,Outer London,Richmond upon Thames,3,E12000007,95.0
2013,London,Outer London,Richmond upon Thames,3,E12000007,91.0
2014,London,Outer London,Richmond upon Thames,3,E12000007,95.0
2015,London,Outer London,Richmond upon Thames,3,E12000007,95.0
2016,London,Outer London,Richmond upon Thames,3,E12000007,95.0
2017,London,Outer London,Richmond upon Thames,3,E12000007,97.0
2018,London,Outer London,Richmond upon Thames,3,E12000007,96.0
2011,London,Outer London,Richmond upon Thames,4,E12000007,103.0
2012,London,Outer London,Richmond upon Thames,4,E12000007,101.0
2013,London,Outer London,Richmond upon Thames,4,E12000007,101.0
2014,London,Outer London,Richmond upon Thames,4,E12000007,100.0
2015,London,Outer London,Richmond upon Thames,4,E12000007,100.0
2016,London,Outer London,Richmond upon Thames,4,E12000007,103.0
2017,London,Outer London,Richmond upon Thames,4,E12000007,102.0
2018,London,Outer London,Richmond upon Thames,4,E12000007,103.0
2011,London,Outer London,Richmond upon Thames,3 to 4,E12000007,99.0
2012,London,Outer London,Richmond upon Thames,3 to 4,E12000007,98.0
2013,London,Outer London,Richmond upon Thames,3 to 4,E12000007,96.0
2014,London,Outer London,Richmond upon Thames,3 to 4,E12000007,98.0
2015,London,Outer London,Richmond upon Thames,3 to 4,E12000007,97.0
2016,London,Outer London,Richmond upon Thames,3 to 4,E12000007,99.0
2017,London,Outer London,Richmond upon Thames,3 to 4,E12000007,100.0
2018,London,Outer London,Richmond upon Thames,3 to 4,E12000007,100.0
2015,London,Outer London,Sutton,2,E12000007,50.0
2016,London,Outer London,Sutton,2,E12000007,67.0
2017,London,Outer London,Sutton,2,E12000007,76.0
2018,London,Outer London,Sutton,2,E12000007,111.0
2011,London,Outer London,Sutton,3,E12000007,89.0
2012,London,Outer London,Sutton,3,E12000007,86.0
2013,London,Outer London,Sutton,3,E12000007,89.0
2014,London,Outer London,Sutton,3,E12000007,86.0
2015,London,Outer London,Sutton,3,E12000007,82.0
2016,London,Outer London,Sutton,3,E12000007,84.0
2017,London,Outer London,Sutton,3,E12000007,85.0
2018,London,Outer London,Sutton,3,E12000007,81.0
2011,London,Outer London,Sutton,4,E12000007,90.0
2012,London,Outer London,Sutton,4,E12000007,94.0
2013,London,Outer London,Sutton,4,E12000007,92.0
2014,London,Outer London,Sutton,4,E12000007,95.0
2015,London,Outer London,Sutton,4,E12000007,91.0
2016,London,Outer London,Sutton,4,E12000007,88.0
2017,London,Outer London,Sutton,4,E12000007,89.0
2018,London,Outer London,Sutton,4,E12000007,89.0
2011,London,Outer London,Sutton,3 to 4,E12000007,89.0
2012,London,Outer London,Sutton,3 to 4,E12000007,90.0
2013,London,Outer London,Sutton,3 to 4,E12000007,90.0
2014,London,Outer London,Sutton,3 to 4,E12000007,91.0
2015,London,Outer London,Sutton,3 to 4,E12000007,86.0
2016,London,Outer London,Sutton,3 to 4,E12000007,86.0
2017,London,Outer London,Sutton,3 to 4,E12000007,87.0
2018,London,Outer London,Sutton,3 to 4,E12000007,85.0
2015,London,Outer London,Waltham Forest,2,E12000007,47.0
2016,London,Outer London,Waltham Forest,2,E12000007,56.0
2017,London,Outer London,Waltham Forest,2,E12000007,53.0
2018,London,Outer London,Waltham Forest,2,E12000007,48.0
2011,London,Outer London,Waltham Forest,3,E12000007,84.0
2012,London,Outer London,Waltham Forest,3,E12000007,86.0
2013,London,Outer London,Waltham Forest,3,E12000007,86.0
2014,London,Outer London,Waltham Forest,3,E12000007,89.0
2015,London,Outer London,Waltham Forest,3,E12000007,83.0
2016,London,Outer London,Waltham Forest,3,E12000007,79.0
2017,London,Outer London,Waltham Forest,3,E12000007,82.0
2018,London,Outer London,Waltham Forest,3,E12000007,80.0
2011,London,Outer London,Waltham Forest,4,E12000007,91.0
2012,London,Outer London,Waltham Forest,4,E12000007,93.0
2013,London,Outer London,Waltham Forest,4,E12000007,95.0
2014,London,Outer London,Waltham Forest,4,E12000007,93.0
2015,London,Outer London,Waltham Forest,4,E12000007,95.0
2016,London,Outer London,Waltham Forest,4,E12000007,88.0
2017,London,Outer London,Waltham Forest,4,E12000007,85.0
2018,London,Outer London,Waltham Forest,4,E12000007,88.0
2011,London,Outer London,Waltham Forest,3 to 4,E12000007,88.0
2012,London,Outer London,Waltham Forest,3 to 4,E12000007,89.0
2013,London,Outer London,Waltham Forest,3 to 4,E12000007,90.0
2014,London,Outer London,Waltham Forest,3 to 4,E12000007,91.0
2015,London,Outer London,Waltham Forest,3 to 4,E12000007,88.0
2016,London,Outer London,Waltham Forest,3 to 4,E12000007,83.0
2017,London,Outer London,Waltham Forest,3 to 4,E12000007,83.0
2018,London,Outer London,Waltham Forest,3 to 4,E12000007,84.0
2015,South East,,,2,E12000008,60.0
2016,South East,,,2,E12000008,68.0
2017,South East,,,2,E12000008,71.0
2018,South East,,,2,E12000008,70.0
2011,South East,,,3,E12000008,93.0
2012,South East,,,3,E12000008,94.0
2013,South East,,,3,E12000008,94.0
2014,South East,,,3,E12000008,94.0
2015,South East,,,3,E12000008,93.0
2016,South East,,,3,E12000008,95.0
2017,South East,,,3,E12000008,94.0
2018,South East,,,3,E12000008,94.0
2011,South East,,,4,E12000008,96.0
2012,South East,,,4,E12000008,96.0
2013,South East,,,4,E12000008,97.0
2014,South East,,,4,E12000008,96.0
2015,South East,,,4,E12000008,96.0
2016,South East,,,4,E12000008,96.0
2017,South East,,,4,E12000008,96.0
2018,South East,,,4,E12000008,95.0
2011,South East,,,3 to 4,E12000008,95.0
2012,South East,,,3 to 4,E12000008,95.0
2013,South East,,,3 to 4,E12000008,95.0
2014,South East,,,3 to 4,E12000008,95.0
2015,South East,,,3 to 4,E12000008,94.0
2016,South East,,,3 to 4,E12000008,96.0
2017,South East,,,3 to 4,E12000008,95.0
2018,South East,,,3 to 4,E12000008,95.0
2015,South East,,Bracknell Forest,2,E12000008,69.0
2016,South East,,Bracknell Forest,2,E12000008,64.0
2017,South East,,Bracknell Forest,2,E12000008,72.0
2018,South East,,Bracknell Forest,2,E12000008,73.0
2011,South East,,Bracknell Forest,3,E12000008,91.0
2012,South East,,Bracknell Forest,3,E12000008,91.0
2013,South East,,Bracknell Forest,3,E12000008,85.0
2014,South East,,Bracknell Forest,3,E12000008,87.0
2015,South East,,Bracknell Forest,3,E12000008,86.0
2016,South East,,Bracknell Forest,3,E12000008,89.0
2017,South East,,Bracknell Forest,3,E12000008,87.0
2018,South East,,Bracknell Forest,3,E12000008,89.0
2011,South East,,Bracknell Forest,4,E12000008,95.0
2012,South East,,Bracknell Forest,4,E12000008,92.0
2013,South East,,Bracknell Forest,4,E12000008,93.0
2014,South East,,Bracknell Forest,4,E12000008,88.0
2015,South East,,Bracknell Forest,4,E12000008,90.0
2016,South East,,Bracknell Forest,4,E12000008,88.0
2017,South East,,Bracknell Forest,4,E12000008,91.0
2018,South East,,Bracknell Forest,4,E12000008,88.0
2011,South East,,Bracknell Forest,3 to 4,E12000008,93.0
2012,South East,,Bracknell Forest,3 to 4,E12000008,91.0
2013,South East,,Bracknell Forest,3 to 4,E12000008,89.0
2014,South East,,Bracknell Forest,3 to 4,E12000008,88.0
2015,South East,,Bracknell Forest,3 to 4,E12000008,88.0
2016,South East,,Bracknell Forest,3 to 4,E12000008,88.0
2017,South East,,Bracknell Forest,3 to 4,E12000008,89.0
2018,South East,,Bracknell Forest,3 to 4,E12000008,89.0
2015,South East,,Brighton and Hove,2,E12000008,79.0
2016,South East,,Brighton and Hove,2,E12000008,85.0
2017,South East,,Brighton and Hove,2,E12000008,81.0
2018,South East,,Brighton and Hove,2,E12000008,84.0
2011,South East,,Brighton and Hove,3,E12000008,100.0
2012,South East,,Brighton and Hove,3,E12000008,100.0
2013,South East,,Brighton and Hove,3,E12000008,102.0
2014,South East,,Brighton and Hove,3,E12000008,101.0
2015,South East,,Brighton and Hove,3,E12000008,100.0
2016,South East,,Brighton and Hove,3,E12000008,97.0
2017,South East,,Brighton and Hove,3,E12000008,94.0
2018,South East,,Brighton and Hove,3,E12000008,97.0
2011,South East,,Brighton and Hove,4,E12000008,99.0
2012,South East,,Brighton and Hove,4,E12000008,101.0
2013,South East,,Brighton and Hove,4,E12000008,101.0
2014,South East,,Brighton and Hove,4,E12000008,103.0
2015,South East,,Brighton and Hove,4,E12000008,102.0
2016,South East,,Brighton and Hove,4,E12000008,100.0
2017,South East,,Brighton and Hove,4,E12000008,96.0
2018,South East,,Brighton and Hove,4,E12000008,95.0
2011,South East,,Brighton and Hove,3 to 4,E12000008,100.0
2012,South East,,Brighton and Hove,3 to 4,E12000008,101.0
2013,South East,,Brighton and Hove,3 to 4,E12000008,102.0
2014,South East,,Brighton and Hove,3 to 4,E12000008,102.0
2015,South East,,Brighton and Hove,3 to 4,E12000008,101.0
2016,South East,,Brighton and Hove,3 to 4,E12000008,99.0
2017,South East,,Brighton and Hove,3 to 4,E12000008,95.0
2018,South East,,Brighton and Hove,3 to 4,E12000008,96.0
2015,South East,Buckinghamshire,,2,E10000002,68.0
2016,South East,Buckinghamshire,,2,E10000002,82.0
2017,South East,Buckinghamshire,,2,E10000002,77.0
2018,South East,Buckinghamshire,,2,E10000002,75.0
2011,South East,Buckinghamshire,,3,E10000002,92.0
2012,South East,Buckinghamshire,,3,E10000002,94.0
2013,South East,Buckinghamshire,,3,E10000002,94.0
2014,South East,Buckinghamshire,,3,E10000002,94.0
2015,South East,Buckinghamshire,,3,E10000002,95.0
2016,South East,Buckinghamshire,,3,E10000002,97.0
2017,South East,Buckinghamshire,,3,E10000002,93.0
2018,South East,Buckinghamshire,,3,E10000002,92.0
2011,South East,Buckinghamshire,,4,E10000002,95.0
2012,South East,Buckinghamshire,,4,E10000002,95.0
2013,South East,Buckinghamshire,,4,E10000002,95.0
2014,South East,Buckinghamshire,,4,E10000002,92.0
2015,South East,Buckinghamshire,,4,E10000002,94.0
2016,South East,Buckinghamshire,,4,E10000002,95.0
2017,South East,Buckinghamshire,,4,E10000002,93.0
2018,South East,Buckinghamshire,,4,E10000002,91.0
2011,South East,Buckinghamshire,,3 to 4,E10000002,93.0
2012,South East,Buckinghamshire,,3 to 4,E10000002,94.0
2013,South East,Buckinghamshire,,3 to 4,E10000002,95.0
2014,South East,Buckinghamshire,,3 to 4,E10000002,93.0
2015,South East,Buckinghamshire,,3 to 4,E10000002,95.0
2016,South East,Buckinghamshire,,3 to 4,E10000002,96.0
2017,South East,Buckinghamshire,,3 to 4,E10000002,93.0
2018,South East,Buckinghamshire,,3 to 4,E10000002,92.0
2015,South East,East Sussex,,2,E10000011,68.0
2016,South East,East Sussex,,2,E10000011,75.0
2017,South East,East Sussex,,2,E10000011,76.0
2018,South East,East Sussex,,2,E10000011,84.0
2011,South East,East Sussex,,3,E10000011,94.0
2012,South East,East Sussex,,3,E10000011,94.0
2013,South East,East Sussex,,3,E10000011,95.0
2014,South East,East Sussex,,3,E10000011,93.0
2015,South East,East Sussex,,3,E10000011,93.0
2016,South East,East Sussex,,3,E10000011,94.0
2017,South East,East Sussex,,3,E10000011,97.0
2018,South East,East Sussex,,3,E10000011,92.0
2011,South East,East Sussex,,4,E10000011,96.0
2012,South East,East Sussex,,4,E10000011,97.0
2013,South East,East Sussex,,4,E10000011,96.0
2014,South East,East Sussex,,4,E10000011,97.0
2015,South East,East Sussex,,4,E10000011,96.0
2016,South East,East Sussex,,4,E10000011,95.0
2017,South East,East Sussex,,4,E10000011,96.0
2018,South East,East Sussex,,4,E10000011,97.0
2011,South East,East Sussex,,3 to 4,E10000011,95.0
2012,South East,East Sussex,,3 to 4,E10000011,95.0
2013,South East,East Sussex,,3 to 4,E10000011,96.0
2014,South East,East Sussex,,3 to 4,E10000011,95.0
2015,South East,East Sussex,,3 to 4,E10000011,94.0
2016,South East,East Sussex,,3 to 4,E10000011,95.0
2017,South East,East Sussex,,3 to 4,E10000011,96.0
2018,South East,East Sussex,,3 to 4,E10000011,95.0
2015,South East,Hampshire,,2,E10000014,60.0
2016,South East,Hampshire,,2,E10000014,70.0
2017,South East,Hampshire,,2,E10000014,74.0
2018,South East,Hampshire,,2,E10000014,76.0
2011,South East,Hampshire,,3,E10000014,94.0
2012,South East,Hampshire,,3,E10000014,94.0
2013,South East,Hampshire,,3,E10000014,94.0
2014,South East,Hampshire,,3,E10000014,93.0
2015,South East,Hampshire,,3,E10000014,95.0
2016,South East,Hampshire,,3,E10000014,97.0
2017,South East,Hampshire,,3,E10000014,95.0
2018,South East,Hampshire,,3,E10000014,97.0
2011,South East,Hampshire,,4,E10000014,96.0
2012,South East,Hampshire,,4,E10000014,95.0
2013,South East,Hampshire,,4,E10000014,96.0
2014,South East,Hampshire,,4,E10000014,96.0
2015,South East,Hampshire,,4,E10000014,96.0
2016,South East,Hampshire,,4,E10000014,97.0
2017,South East,Hampshire,,4,E10000014,99.0
2018,South East,Hampshire,,4,E10000014,97.0
2011,South East,Hampshire,,3 to 4,E10000014,95.0
2012,South East,Hampshire,,3 to 4,E10000014,95.0
2013,South East,Hampshire,,3 to 4,E10000014,95.0
2014,South East,Hampshire,,3 to 4,E10000014,95.0
2015,South East,Hampshire,,3 to 4,E10000014,95.0
2016,South East,Hampshire,,3 to 4,E10000014,97.0
2017,South East,Hampshire,,3 to 4,E10000014,97.0
2018,South East,Hampshire,,3 to 4,E10000014,97.0
2015,South East,,Isle of Wight,2,E12000008,58.0
2016,South East,,Isle of Wight,2,E12000008,72.0
2017,South East,,Isle of Wight,2,E12000008,76.0
2018,South East,,Isle of Wight,2,E12000008,70.0
2011,South East,,Isle of Wight,3,E12000008,93.0
2012,South East,,Isle of Wight,3,E12000008,97.0
2013,South East,,Isle of Wight,3,E12000008,95.0
2014,South East,,Isle of Wight,3,E12000008,100.0
2015,South East,,Isle of Wight,3,E12000008,93.0
2016,South East,,Isle of Wight,3,E12000008,96.0
2017,South East,,Isle of Wight,3,E12000008,97.0
2018,South East,,Isle of Wight,3,E12000008,97.0
2011,South East,,Isle of Wight,4,E12000008,101.0
2012,South East,,Isle of Wight,4,E12000008,98.0
2013,South East,,Isle of Wight,4,E12000008,100.0
2014,South East,,Isle of Wight,4,E12000008,98.0
2015,South East,,Isle of Wight,4,E12000008,101.0
2016,South East,,Isle of Wight,4,E12000008,98.0
2017,South East,,Isle of Wight,4,E12000008,99.0
2018,South East,,Isle of Wight,4,E12000008,97.0
2011,South East,,Isle of Wight,3 to 4,E12000008,97.0
2012,South East,,Isle of Wight,3 to 4,E12000008,98.0
2013,South East,,Isle of Wight,3 to 4,E12000008,98.0
2014,South East,,Isle of Wight,3 to 4,E12000008,99.0
2015,South East,,Isle of Wight,3 to 4,E12000008,97.0
2016,South East,,Isle of Wight,3 to 4,E12000008,97.0
2017,South East,,Isle of Wight,3 to 4,E12000008,98.0
2018,South East,,Isle of Wight,3 to 4,E12000008,97.0
2015,South East,Kent,,2,E10000016,52.0
2016,South East,Kent,,2,E10000016,65.0
2017,South East,Kent,,2,E10000016,66.0
2018,South East,Kent,,2,E10000016,60.0
2011,South East,Kent,,3,E10000016,92.0
2012,South East,Kent,,3,E10000016,93.0
2013,South East,Kent,,3,E10000016,94.0
2014,South East,Kent,,3,E10000016,95.0
2015,South East,Kent,,3,E10000016,94.0
2016,South East,Kent,,3,E10000016,96.0
2017,South East,Kent,,3,E10000016,94.0
2018,South East,Kent,,3,E10000016,94.0
2011,South East,Kent,,4,E10000016,96.0
2012,South East,Kent,,4,E10000016,96.0
2013,South East,Kent,,4,E10000016,98.0
2014,South East,Kent,,4,E10000016,97.0
2015,South East,Kent,,4,E10000016,97.0
2016,South East,Kent,,4,E10000016,96.0
2017,South East,Kent,,4,E10000016,98.0
2018,South East,Kent,,4,E10000016,96.0
2011,South East,Kent,,3 to 4,E10000016,94.0
2012,South East,Kent,,3 to 4,E10000016,95.0
2013,South East,Kent,,3 to 4,E10000016,96.0
2014,South East,Kent,,3 to 4,E10000016,96.0
2015,South East,Kent,,3 to 4,E10000016,95.0
2016,South East,Kent,,3 to 4,E10000016,96.0
2017,South East,Kent,,3 to 4,E10000016,96.0
2018,South East,Kent,,3 to 4,E10000016,95.0
2015,South East,,Medway,2,E12000008,71.0
2016,South East,,Medway,2,E12000008,66.0
2017,South East,,Medway,2,E12000008,67.0
2018,South East,,Medway,2,E12000008,66.0
2011,South East,,Medway,3,E12000008,97.0
2012,South East,,Medway,3,E12000008,95.0
2013,South East,,Medway,3,E12000008,95.0
2014,South East,,Medway,3,E12000008,95.0
2015,South East,,Medway,3,E12000008,92.0
2016,South East,,Medway,3,E12000008,95.0
2017,South East,,Medway,3,E12000008,89.0
2018,South East,,Medway,3,E12000008,90.0
2011,South East,,Medway,4,E12000008,93.0
2012,South East,,Medway,4,E12000008,99.0
2013,South East,,Medway,4,E12000008,95.0
2014,South East,,Medway,4,E12000008,96.0
2015,South East,,Medway,4,E12000008,95.0
2016,South East,,Medway,4,E12000008,95.0
2017,South East,,Medway,4,E12000008,94.0
2018,South East,,Medway,4,E12000008,92.0
2011,South East,,Medway,3 to 4,E12000008,95.0
2012,South East,,Medway,3 to 4,E12000008,97.0
2013,South East,,Medway,3 to 4,E12000008,95.0
2014,South East,,Medway,3 to 4,E12000008,96.0
2015,South East,,Medway,3 to 4,E12000008,94.0
2016,South East,,Medway,3 to 4,E12000008,95.0
2017,South East,,Medway,3 to 4,E12000008,92.0
2018,South East,,Medway,3 to 4,E12000008,91.0
2015,South East,,Milton Keynes,2,E12000008,59.0
2016,South East,,Milton Keynes,2,E12000008,71.0
2017,South East,,Milton Keynes,2,E12000008,76.0
2018,South East,,Milton Keynes,2,E12000008,66.0
2011,South East,,Milton Keynes,3,E12000008,90.0
2012,South East,,Milton Keynes,3,E12000008,88.0
2013,South East,,Milton Keynes,3,E12000008,91.0
2014,South East,,Milton Keynes,3,E12000008,89.0
2015,South East,,Milton Keynes,3,E12000008,90.0
2016,South East,,Milton Keynes,3,E12000008,90.0
2017,South East,,Milton Keynes,3,E12000008,94.0
2018,South East,,Milton Keynes,3,E12000008,86.0
2011,South East,,Milton Keynes,4,E12000008,93.0
2012,South East,,Milton Keynes,4,E12000008,92.0
2013,South East,,Milton Keynes,4,E12000008,93.0
2014,South East,,Milton Keynes,4,E12000008,95.0
2015,South East,,Milton Keynes,4,E12000008,93.0
2016,South East,,Milton Keynes,4,E12000008,95.0
2017,South East,,Milton Keynes,4,E12000008,92.0
2018,South East,,Milton Keynes,4,E12000008,94.0
2011,South East,,Milton Keynes,3 to 4,E12000008,91.0
2012,South East,,Milton Keynes,3 to 4,E12000008,90.0
2013,South East,,Milton Keynes,3 to 4,E12000008,92.0
2014,South East,,Milton Keynes,3 to 4,E12000008,92.0
2015,South East,,Milton Keynes,3 to 4,E12000008,92.0
2016,South East,,Milton Keynes,3 to 4,E12000008,92.0
2017,South East,,Milton Keynes,3 to 4,E12000008,93.0
2018,South East,,Milton Keynes,3 to 4,E12000008,90.0
2015,South East,Oxfordshire,,2,E10000025,68.0
2016,South East,Oxfordshire,,2,E10000025,70.0
2017,South East,Oxfordshire,,2,E10000025,73.0
2018,South East,Oxfordshire,,2,E10000025,72.0
2011,South East,Oxfordshire,,3,E10000025,95.0
2012,South East,Oxfordshire,,3,E10000025,96.0
2013,South East,Oxfordshire,,3,E10000025,93.0
2014,South East,Oxfordshire,,3,E10000025,96.0
2015,South East,Oxfordshire,,3,E10000025,90.0
2016,South East,Oxfordshire,,3,E10000025,102.0
2017,South East,Oxfordshire,,3,E10000025,94.0
2018,South East,Oxfordshire,,3,E10000025,95.0
2011,South East,Oxfordshire,,4,E10000025,98.0
2012,South East,Oxfordshire,,4,E10000025,97.0
2013,South East,Oxfordshire,,4,E10000025,98.0
2014,South East,Oxfordshire,,4,E10000025,98.0
2015,South East,Oxfordshire,,4,E10000025,94.0
2016,South East,Oxfordshire,,4,E10000025,98.0
2017,South East,Oxfordshire,,4,E10000025,96.0
2018,South East,Oxfordshire,,4,E10000025,95.0
2011,South East,Oxfordshire,,3 to 4,E10000025,96.0
2012,South East,Oxfordshire,,3 to 4,E10000025,97.0
2013,South East,Oxfordshire,,3 to 4,E10000025,96.0
2014,South East,Oxfordshire,,3 to 4,E10000025,97.0
2015,South East,Oxfordshire,,3 to 4,E10000025,92.0
2016,South East,Oxfordshire,,3 to 4,E10000025,100.0
2017,South East,Oxfordshire,,3 to 4,E10000025,95.0
2018,South East,Oxfordshire,,3 to 4,E10000025,95.0
2015,South East,,Portsmouth,2,E12000008,64.0
2016,South East,,Portsmouth,2,E12000008,71.0
2017,South East,,Portsmouth,2,E12000008,66.0
2018,South East,,Portsmouth,2,E12000008,70.0
2011,South East,,Portsmouth,3,E12000008,94.0
2012,South East,,Portsmouth,3,E12000008,95.0
2013,South East,,Portsmouth,3,E12000008,93.0
2014,South East,,Portsmouth,3,E12000008,90.0
2015,South East,,Portsmouth,3,E12000008,89.0
2016,South East,,Portsmouth,3,E12000008,95.0
2017,South East,,Portsmouth,3,E12000008,98.0
2018,South East,,Portsmouth,3,E12000008,94.0
2011,South East,,Portsmouth,4,E12000008,95.0
2012,South East,,Portsmouth,4,E12000008,91.0
2013,South East,,Portsmouth,4,E12000008,94.0
2014,South East,,Portsmouth,4,E12000008,93.0
2015,South East,,Portsmouth,4,E12000008,92.0
2016,South East,,Portsmouth,4,E12000008,92.0
2017,South East,,Portsmouth,4,E12000008,95.0
2018,South East,,Portsmouth,4,E12000008,98.0
2011,South East,,Portsmouth,3 to 4,E12000008,94.0
2012,South East,,Portsmouth,3 to 4,E12000008,93.0
2013,South East,,Portsmouth,3 to 4,E12000008,93.0
2014,South East,,Portsmouth,3 to 4,E12000008,92.0
2015,South East,,Portsmouth,3 to 4,E12000008,91.0
2016,South East,,Portsmouth,3 to 4,E12000008,94.0
2017,South East,,Portsmouth,3 to 4,E12000008,97.0
2018,South East,,Portsmouth,3 to 4,E12000008,96.0
2015,South East,,Reading,2,E12000008,65.0
2016,South East,,Reading,2,E12000008,62.0
2017,South East,,Reading,2,E12000008,66.0
2018,South East,,Reading,2,E12000008,58.0
2011,South East,,Reading,3,E12000008,89.0
2012,South East,,Reading,3,E12000008,88.0
2013,South East,,Reading,3,E12000008,90.0
2014,South East,,Reading,3,E12000008,91.0
2015,South East,,Reading,3,E12000008,89.0
2016,South East,,Reading,3,E12000008,90.0
2017,South East,,Reading,3,E12000008,90.0
2018,South East,,Reading,3,E12000008,89.0
2011,South East,,Reading,4,E12000008,87.0
2012,South East,,Reading,4,E12000008,87.0
2013,South East,,Reading,4,E12000008,89.0
2014,South East,,Reading,4,E12000008,89.0
2015,South East,,Reading,4,E12000008,92.0
2016,South East,,Reading,4,E12000008,89.0
2017,South East,,Reading,4,E12000008,91.0
2018,South East,,Reading,4,E12000008,88.0
2011,South East,,Reading,3 to 4,E12000008,88.0
2012,South East,,Reading,3 to 4,E12000008,88.0
2013,South East,,Reading,3 to 4,E12000008,90.0
2014,South East,,Reading,3 to 4,E12000008,90.0
2015,South East,,Reading,3 to 4,E12000008,91.0
2016,South East,,Reading,3 to 4,E12000008,90.0
2017,South East,,Reading,3 to 4,E12000008,91.0
2018,South East,,Reading,3 to 4,E12000008,89.0
2015,South East,,Slough,2,E12000008,44.0
2016,South East,,Slough,2,E12000008,56.0
2017,South East,,Slough,2,E12000008,57.0
2018,South East,,Slough,2,E12000008,50.0
2011,South East,,Slough,3,E12000008,79.0
2012,South East,,Slough,3,E12000008,84.0
2013,South East,,Slough,3,E12000008,88.0
2014,South East,,Slough,3,E12000008,85.0
2015,South East,,Slough,3,E12000008,89.0
2016,South East,,Slough,3,E12000008,88.0
2017,South East,,Slough,3,E12000008,86.0
2018,South East,,Slough,3,E12000008,85.0
2011,South East,,Slough,4,E12000008,88.0
2012,South East,,Slough,4,E12000008,90.0
2013,South East,,Slough,4,E12000008,93.0
2014,South East,,Slough,4,E12000008,97.0
2015,South East,,Slough,4,E12000008,92.0
2016,South East,,Slough,4,E12000008,95.0
2017,South East,,Slough,4,E12000008,93.0
2018,South East,,Slough,4,E12000008,92.0
2011,South East,,Slough,3 to 4,E12000008,83.0
2012,South East,,Slough,3 to 4,E12000008,87.0
2013,South East,,Slough,3 to 4,E12000008,90.0
2014,South East,,Slough,3 to 4,E12000008,90.0
2015,South East,,Slough,3 to 4,E12000008,90.0
2016,South East,,Slough,3 to 4,E12000008,92.0
2017,South East,,Slough,3 to 4,E12000008,89.0
2018,South East,,Slough,3 to 4,E12000008,88.0
2015,South East,,Southampton,2,E12000008,52.0
2016,South East,,Southampton,2,E12000008,65.0
2017,South East,,Southampton,2,E12000008,66.0
2018,South East,,Southampton,2,E12000008,80.0
2011,South East,,Southampton,3,E12000008,93.0
2012,South East,,Southampton,3,E12000008,93.0
2013,South East,,Southampton,3,E12000008,92.0
2014,South East,,Southampton,3,E12000008,93.0
2015,South East,,Southampton,3,E12000008,92.0
2016,South East,,Southampton,3,E12000008,88.0
2017,South East,,Southampton,3,E12000008,86.0
2018,South East,,Southampton,3,E12000008,89.0
2011,South East,,Southampton,4,E12000008,98.0
2012,South East,,Southampton,4,E12000008,98.0
2013,South East,,Southampton,4,E12000008,99.0
2014,South East,,Southampton,4,E12000008,95.0
2015,South East,,Southampton,4,E12000008,98.0
2016,South East,,Southampton,4,E12000008,97.0
2017,South East,,Southampton,4,E12000008,92.0
2018,South East,,Southampton,4,E12000008,92.0
2011,South East,,Southampton,3 to 4,E12000008,95.0
2012,South East,,Southampton,3 to 4,E12000008,96.0
2013,South East,,Southampton,3 to 4,E12000008,95.0
2014,South East,,Southampton,3 to 4,E12000008,94.0
