Year,Units,Sex,Age,Occupation major group,Occupation sub-major group,Disability status,Country,Region,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,16.07
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,17.69
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,23.55
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,27.49
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,27.2
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,29.1
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,10.58
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,17.85
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,24.17
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,26.39
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,25.82
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,23.82
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,11.39
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,15.55
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,19.46
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,20.97
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,20.86
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,19.09
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,9.54
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,12.96
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,16.0
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,16.9
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,17.48
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,16.56
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,11.73
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,14.2
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,15.38
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,15.51
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,13.39
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,12.15
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,14.18
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,17.67
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,19.15
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,18.99
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,17.78
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,21.72
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,17.42
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,18.12
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,17.67
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,10.77
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,15.86
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,21.73
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,24.09
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,23.58
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,20.85
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,8.9
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,11.91
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,13.78
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,15.2
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,15.11
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,13.89
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,9.06
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,12.06
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,13.91
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,15.33
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,15.2
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,13.97
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,7.54
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,10.04
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,11.95
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,12.89
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,13.07
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,12.94
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,8.89
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,12.12
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,13.27
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,14.06
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,14.66
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,13.71
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,8.13
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,9.56
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,10.34
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,11.56
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,10.53
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,9.43
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,9.19
